Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
UBS BANK USA,28978507,0,,3.872638235,0.042656733,-0.340234755,-0.822728492,-0.374868225,-1.069340558,1.76461844,-0.182974509,0.68027916,-0.004253723,0.042656733,-1.566857124,-0.37735009,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,3.888646518,0.040788491,-0.310652972,-0.82287929,-0.374868225,-1.068403494,1.75410568,-0.182974509,0.658046362,-0.004248609,0.040788491,-1.58401845,0.05201097,52653111
BANK OF LEETON,26441,1,FAILURE,-1.289030016,-7.448804362,-1.545128183,3.509971351,1.419787629,0.154552479,1.040896591,-0.182974509,-0.655493006,0.115848906,-7.448804362,-1.674302365,0.185249401,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-1.344532788,-2.658661321,-1.791308652,3.325456998,1.095233506,0.973565226,1.163537292,-0.182974509,-0.753052275,0.036755708,-2.658661321,-1.639365514,-1.205232994,26441
"BANK, THE",464560,0,,0.824616423,0.384659036,-0.567920665,-0.449646186,-0.370080177,-0.312369491,0.514337534,-0.182974509,-0.333718758,-0.003097693,0.384659036,0.750680628,0.473107247,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,0.848352508,0.334443865,-0.555709365,-0.556922018,-0.254708462,-0.316816063,0.425231694,-0.182974509,-0.370838849,-0.002496607,0.334443865,0.901945792,0.180717798,3677542
"WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION",16582000,0,,3.460969391,0.928627788,-0.313736097,0.777345414,-0.36368976,2.132551416,0.981717651,-0.182974509,-0.37941,-0.00487622,0.928627788,1.069903456,-2.255161306,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,3.49350645,0.637613034,-0.283433804,1.136465857,-0.369520236,1.700911145,1.372473934,1.793142051,-0.107441119,0.005116165,0.637613034,1.331495,0.325665027,40574000
CAPE COD FIVE CENTS SAVINGS BANK,1770796,0,,1.811386994,-0.062609408,-0.28123559,-0.600510819,-0.361888298,-0.497531119,-0.187261825,-0.182974509,-0.676802462,-0.003383958,-0.062609408,-0.539423333,-0.056849123,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,1.815718636,-0.134953925,-0.25119726,-0.586105602,-0.361964317,-0.437111186,-0.217288636,-0.182974509,-0.731105674,-0.000868828,-0.134953925,-0.522950382,-0.145040601,2892683
COBIZ BANK,2492516,0,,2.063492519,0.244008001,-0.168480059,-0.245590123,-0.175118061,0.912889077,0.17070282,0.885136441,-0.353461482,-0.006650844,0.244008001,0.347291774,0.168558242,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,2.072297022,0.196490474,-0.116092417,-0.339605119,-0.178664491,0.674216927,0.410976192,0.827652771,-0.411272915,-0.007189238,0.196490474,0.25804915,-0.069189012,3317977
"VALLEY CAPITAL BANK, NATIONAL ASSOCIATION",46576,1,FAILURE,-0.871511091,-17.17715152,-0.41408611,4.260824481,8.917871802,1.58615226,1.501319439,-0.182974509,-0.793405047,0.043145193,-17.17715152,-1.807788364,-0.999409413,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.925584572,-6.185545802,-0.98689266,2.887009558,11.01669625,3.513727548,1.730566284,-0.182974509,-0.685661503,0.073691687,-6.185545802,-2.17346928,-1.178891928,49457
HUME BANK,19100,1,FAILURE,-1.528867421,0.034008362,0.844301049,-0.599042269,-0.374868225,-0.389553717,-0.91620595,-0.182974509,-1.054872657,-0.002447021,0.034008362,-0.212254796,0.062481279,-1.976252995,0.568579421,0.482789546,-0.125831691,1.873195258,-0.866438837,0.41736579,-1.512978204,0.118370446,0.820290986,-0.295768144,-0.374868225,-0.383134179,-1.005615643,-0.182974509,-1.250486094,-0.002563484,0.118370446,-0.203963705,0.050017353,19681
SILICON VALLEY BANK,7461691,0,,2.8720932,0.516541614,-0.381809704,-0.772658578,-0.357665327,-0.30594909,-0.290003779,-0.182974509,-0.348207729,0.001453054,0.516541614,1.641704102,1.114480298,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,3.048023785,-0.091594506,-0.669572422,-0.327094522,-0.362637472,0.279973885,-0.228459027,-0.182974509,0.419316399,0.024450292,-0.091594506,1.293700476,2.45907876,44055239
"MELLON 1ST BUSINESS BANK, NATIONAL ASSOCIATION",3436680,0,,2.300369634,-0.699751324,1.356782067,-0.795319102,-0.374868225,-0.534946801,-0.599645734,-0.182974509,1.315243133,-0.004190577,-0.699751324,-5.27672601,0.767426451,-1.698160646,0.042047507,0.214892659,0.531128816,1.632356139,-0.460169064,0.929782957,2.314429052,0.001792986,1.305003821,-0.816270525,-0.374868225,-0.485857569,-0.501944958,-0.182974509,1.272575819,-0.001970771,0.001792986,-0.612348531,0.019339034,3502829
"CONSECO BANK, INC.",2799432,0,,2.149127511,1.090012978,-0.229150405,-0.029534878,-0.374868225,1.25620129,-4.812528204,-0.182974509,-1.738360247,0.021895862,1.090012978,4.718420956,0.170619761,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,2.184159734,0.981693963,-0.161947364,0.218340047,-0.374868225,1.249921676,-4.807631397,-0.182974509,-1.74719278,0.028948687,0.981693963,5.107428976,0.366445265,3042016
MANUFACTURERS AND TRADERS TRUST COMPANY,67860327,0,,4.500128122,0.064464476,0.197931185,0.27206318,-0.245662236,0.097020805,-0.241387821,-0.182974509,-1.192831363,0.001900572,0.064464476,-0.196170001,-0.20913342,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,4.495753662,0.099415571,0.252132281,0.264852659,-0.243865856,0.126567002,-0.174192209,-0.182974509,-1.176727602,0.000216067,0.099415571,-0.215405991,-0.294006071,122099687
BANK OF THE COMMONWEALTH,1179258,1,FAILURE,1.511583334,-1.417690052,-0.663627185,3.575683993,2.152504503,3.400953125,-2.427792596,-0.182974509,-1.253967417,0.041356022,-1.417690052,0.370535239,-0.669732749,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,1.458081271,-5.44154421,-1.172093908,4.563794094,2.34859763,4.839700187,-2.353324556,-0.182974509,-1.26136195,0.0481718,-5.44154421,-0.746813949,-1.168375301,1275784
UNION STATE BANK,2455182,0,,2.052363184,0.226122641,-0.49891266,-0.554621879,-0.331494629,-0.378528687,-0.992523554,-0.182974509,0.559666971,-0.003780608,0.226122641,-0.415086333,-0.665643825,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.127971166,0.235021862,-0.592521074,-0.661827852,-0.337629168,-0.409646463,-1.089795027,-0.182974509,0.836719493,-0.002223043,0.235021862,-0.585008796,1.010598451,3135728
"UNIZAN BANK, NATIONAL ASSOCIATION",2804591,0,,2.150485278,0.073861378,-0.270565465,-0.43676239,-0.313435618,-0.214082812,-0.517540816,-0.182974509,-0.672648619,-0.002889544,0.073861378,-0.629792569,0.35497464,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.14163247,0.029128752,-0.23203302,-0.343104505,-0.292459378,-0.221622461,-0.297440129,-0.182974509,-0.697920617,-0.003185852,0.029128752,-0.747959329,-0.371320437,2804591
OGLETHORPE BANK,251151,1,FAILURE,0.371060906,-0.520863124,-1.328416218,3.885061774,2.45443599,1.224445562,-0.813476689,-0.182974509,-0.931993616,-0.004325596,-0.520863124,-1.02187211,-0.738208074,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.339036808,-2.146632397,-1.499408907,4.654720005,3.557386386,1.380743238,-0.840440029,-0.182974509,-0.94199571,0.031737088,-2.146632397,-1.123309662,-0.778936563,269792
AMERICAN NATIONAL BANK,1748308,0,,1.80196193,0.454959875,0.035392375,0.002732927,-0.042432299,0.201589186,0.167216389,-0.182974509,-0.200334502,-0.002916533,0.454959875,0.267186686,0.329751842,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,1.776052329,0.562426765,0.133140545,-0.082720427,-0.046907159,0.078704298,0.041537566,-0.182974509,-0.305979711,-0.002899551,0.562426765,0.354232137,-0.67012681,2957377
PEOPLES STATE BANK,458163,1,FAILURE,0.814391228,-0.283243441,-1.279019789,3.857437911,0.905409463,0.71093046,0.722425048,-0.182974509,-0.837499165,-0.001897342,-0.283243441,0.058309073,-0.32490927,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.793778567,-0.526185636,-1.285665919,3.590329962,1.112069524,0.552807753,0.673386932,-0.182974509,-0.871716389,0.008277413,-0.526185636,0.181139583,-0.576592352,507455
SKY BANK,11824721,0,,3.211620472,0.20989317,-0.637204203,-0.253896574,-0.325607197,-0.098813944,-0.197187774,-0.182974509,-0.579557793,-0.002218152,0.20989317,-0.212846907,1.216412771,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,3.199086712,0.280129289,-0.603703747,-0.279346338,-0.318113955,-0.091161324,-0.153843503,-0.182974509,-0.595242119,-0.002185751,0.280129289,-0.055907469,-0.435221005,17532058
"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",23288000,1,,3.711420796,0.32768895,0.165037877,0.572500756,-0.299252782,-0.400131939,0.200111714,1.331488208,0.384959114,-0.004659363,0.32768895,-0.596725015,-2.090336734,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,3.712528285,0.314096975,0.230647774,0.194029873,-0.315261407,-0.614323505,0.506995188,1.284112906,-0.408051643,-0.005903729,0.314096975,-0.909638404,-0.200002429,29359000
SECURITY BANK OF NORTH METRO,243470,1,FAILURE,0.348155406,-2.204457736,-0.755033438,3.969496383,4.704733624,1.189051148,-2.17881552,-0.182974509,-0.607594389,0.047396563,-2.204457736,-2.425698109,1.248614801,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,0.329928242,-4.947141266,-1.224043483,5.089640876,4.205591222,1.274747587,-2.037188723,-0.182974509,-0.354697409,0.040542009,-4.947141266,-2.787453719,-0.53468768,243470
HORIZON BANK,96630,1,FAILURE,-0.333320854,-1.28934516,-0.668025652,3.925515798,3.042509135,0.320078864,-0.190502498,-0.182974509,-1.07702114,0.002463214,-1.28934516,-0.991221449,0.682953386,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,-0.359403766,-2.012628521,-0.8161815,2.91906116,4.363896296,0.367559251,-0.137935402,-0.182974509,-1.266157331,0.005436548,-2.012628521,-0.97599926,-0.67319854,96630
DUPAGE NATIONAL BANK,61353,1,FAILURE,-0.668301709,-1.430837081,-1.197167272,8.32861647,3.957570595,2.002040352,0.576293259,-0.182974509,0.62872655,-0.004325596,-1.430837081,-0.769033452,-0.846803793,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,-0.685717979,-1.917663117,-1.371955724,4.513899857,3.263003321,2.190356009,0.590724944,-0.182974509,0.828184193,-0.004325596,-1.917663117,-1.208842186,-0.520474012,98472
INDEPENDENT BANK,2737236,0,,2.132558679,-0.571079616,-0.844714753,0.795843472,1.132442334,1.48077009,0.18436091,-0.182974509,-0.766136947,0.006399441,-0.571079616,0.362822602,-0.221546237,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,2.076275419,-0.451169579,-0.784323969,0.74726247,1.055048393,1.486049836,0.452358844,-0.182974509,-0.890063689,0.004629927,-0.451169579,0.504439592,-1.219638518,3268684
PROVIDENT BANK,4013948,0,,2.414872286,-0.194399932,0.066474069,-0.140068788,-0.227025195,-0.174142708,0.411061888,0.268678134,0.433256338,-0.000673618,-0.194399932,-0.920837712,2.5306012,-0.771186147,0.568346912,0.080944216,-0.782792199,-0.896454604,0.758640254,-0.095051377,2.371634661,0.004208927,0.206492821,-0.215858309,-0.202183214,-0.210759962,0.408640155,0.058475949,0.095274856,-0.001347794,0.004208927,-0.564693101,-0.980845085,11911402
TOTALBANK,547250,0,,0.945420993,-0.155787448,-0.346484451,0.608240592,-0.374868225,0.543854431,-0.213934242,-0.182974509,-0.314870033,0.002010181,-0.155787448,0.050337145,-0.496028444,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,0.950549401,-0.30668992,-0.37101917,-0.181834549,-0.374868225,0.059765518,-0.2926112,-0.182974509,-0.230958889,0.002995041,-0.30668992,0.14819722,-0.131495204,2778562
BANK OF HIAWASSEE,436158,1,FAILURE,0.778093849,-0.527158265,-0.546597894,4.853611753,2.102803717,0.855740878,-1.522627291,-0.182974509,-1.059203006,0.005820073,-0.527158265,-1.579585814,-0.164724363,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.754164025,-2.434154933,-0.745742587,5.993477276,1.755615582,1.462472541,-1.232912396,-0.182974509,-0.97550102,0.038699244,-2.434154933,-1.750983574,-0.63508885,442242
DESERT HILLS BANK,506429,1,FAILURE,0.888253074,-0.629290109,-1.114737459,4.171646693,5.75920032,1.266559542,-1.209968728,-0.182974509,-1.445235952,0.000934409,-0.629290109,-1.283228038,-0.344956374,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.880256289,-1.400364082,-1.035540547,3.314631453,7.920319313,1.064182182,-1.062317916,-0.182974509,-1.385702908,0.001235966,-1.400364082,-1.575711376,-0.356505683,523034
AMERICAN EXPRESS CENTURION BANK,32754884,0,,3.962973529,1.954690597,1.419346267,-0.268824653,-0.374868225,0.468218914,-4.284877794,12.47918936,0.494404627,0.003950429,1.954690597,0.154953188,-0.874994442,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,3.947263356,1.698119177,1.450606878,-0.297979138,-0.374868225,0.40949523,-4.300330862,12.40944606,0.312205171,0.011414858,1.698119177,1.216983281,-0.490619845,36524172
FIRST NATIONAL BANK OF CRESTVIEW,89105,1,FAILURE,-0.393108327,-0.025110663,-1.43445453,-0.374176798,13.86865225,2.495801488,1.460793779,-0.182974509,0.902083922,-0.038960121,-0.025110663,-1.125349174,-0.389711143,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,-0.443655807,-1.356901475,-1.510906338,-0.421522019,13.36983267,2.618010808,1.524716184,-0.182974509,0.796112551,-0.004325596,-1.356901475,-1.124077687,-1.114127552,268433
"TEXAS CAPITAL BANK, NATIONAL ASSOCIATION",6330112,0,,2.75080994,-0.029392179,-0.500698196,0.028689626,0.19097157,-0.20551006,-0.15606319,-0.182974509,-1.686025453,0.00053645,-0.029392179,0.444622485,0.537375212,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,2.763213885,0.019883027,-0.490068844,0.071811705,0.233564503,-0.259550804,0.010692759,-0.182974509,-1.634936865,0.000514478,0.019883027,0.312994672,-0.008482216,18900720
NEW YORK COMMERCIAL BANK,3437495,0,,2.300544496,-0.04410237,0.967950805,-0.540256963,-0.352678759,-0.718665978,-0.418304275,-0.182974509,0.038397018,0.000238628,-0.04410237,-0.742285087,0.36319057,-0.400396348,0.188967984,-0.387875336,-0.782792199,-0.896454604,0.081523966,0.161157207,2.284259316,0.006918055,1.011702426,-0.476113492,-0.355628756,-0.703972936,-0.310432295,-0.182974509,-0.094239743,-0.003198942,0.006918055,-0.842692722,-0.500673891,4352518
MIDWEST BANK AND TRUST COMPANY,3560560,1,FAILURE,2.326483998,-3.17621845,-0.58340012,0.825232039,0.135003445,0.664240434,-1.482691867,-0.182974509,-0.5567903,0.013018346,-3.17621845,-1.027391301,-0.691012411,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,2.321046705,-1.957401689,-0.431928594,2.297542625,0.175278319,1.315299926,-1.463423606,-0.182974509,-0.352392294,0.028864259,-1.957401689,-1.413154163,-0.312312392,3718090
FIRSTRUST SAVINGS BANK,2415942,0,,2.04048175,-0.093824735,-0.080159445,0.163546583,-0.047294089,0.615154318,-0.191662098,-0.182974509,-0.902688357,0.00535896,-0.093824735,0.541961886,-0.497089642,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,2.020271722,-0.502326679,-0.06618544,0.044072174,-0.005151965,0.88313872,0.092453264,-0.182974509,-0.994123021,0.0124451,-0.502326679,0.670276806,-0.569510025,2755212
NATIONAL BANK OF COMMERCE,414039,1,FAILURE,0.739713971,0.322682381,-0.169771985,0.074951384,-0.374868225,0.136503714,-1.233541252,-0.182974509,0.222411537,-0.002903561,0.322682381,-0.261415699,-0.478640012,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,0.793487196,0.21847532,-0.351716639,-0.482143161,-0.374868225,0.159056021,-1.633201283,-0.182974509,0.400765379,-0.00292836,0.21847532,-0.280047825,0.668372045,458807
EXCEL BANK,237629,1,FAILURE,0.330247956,-2.291086493,-1.21999938,6.008983421,3.269111933,1.796159112,-0.074900529,-0.182974509,-0.69029492,0.033357299,-2.291086493,-0.652567188,-0.906076475,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,0.267919277,-1.139604666,-1.256608063,7.599017751,4.146480949,2.132276514,0.239894345,-0.182974509,-0.871659938,0.002980191,-1.139604666,-0.464119788,-1.331737246,287569
SUMMIT BANK,86988,1,FAILURE,-0.410840394,-3.075187452,-1.21515693,0.750275857,3.366963532,1.701821566,-0.374618733,-0.182974509,-0.745303544,0.036352929,-3.075187452,0.001694039,-1.07124962,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,-0.464994202,-2.232409431,-1.389479449,1.476395986,3.599338442,2.812279169,-0.524844687,-0.182974509,-0.841053869,0.026444205,-2.232409431,0.390924802,-1.180370973,105580
INDEPENDENT BANK,838766,0,,1.260329217,0.173599301,-0.1624377,-0.5893791,0.073415823,-0.506717622,-0.453720738,-0.182974509,-1.474603591,-0.001941549,0.173599301,0.285380196,-0.383553165,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.284574683,0.275976352,-0.190913274,-0.456749639,0.085326837,-0.472040614,-0.535190875,-0.182974509,-1.473376645,-0.001972825,0.275976352,0.46665861,0.189154287,5051504
"BANK ONE, NATIONAL ASSOCIATION",157768000,0,,5.12229134,0.176162078,-0.705250871,-0.022434554,-0.358419653,0.608806941,-1.738919189,-0.182974509,0.151568293,0.003549084,0.176162078,-0.560071688,-0.479223516,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,5.235192662,0.109587926,-0.688020069,0.118767384,-0.358234309,0.641487954,-1.572383499,-0.182974509,0.232260436,0.003437324,0.109587926,-0.482117435,1.572184146,256787000
SEACOAST NATIONAL BANK,2049399,0,,1.919140557,-0.061419137,-0.166699925,0.083050492,0.697015233,0.549377808,0.265765789,-0.13769127,0.261358244,-0.004325596,-0.061419137,-0.246025193,-0.414782666,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,1.949576213,-0.076252537,-0.236782283,-0.053222674,0.5340809,0.38245221,0.283892321,-0.146335521,0.407335877,-0.003536398,-0.076252537,-0.332319775,0.291213117,3536230
WILSHIRE STATE BANK,2193444,0,,1.969232494,0.155372702,-0.146510749,-0.244329013,-0.369248512,-0.272442903,-1.687375908,-0.182974509,-1.078973583,0.001584,0.155372702,0.327445155,0.336808875,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.990634664,0.240135917,-0.140236019,-0.354708182,-0.369409263,-0.287513021,-2.172156715,-0.182974509,-1.126531455,-0.002543965,0.240135917,0.09379823,0.141988426,4733549
FIRST BANK,3217774,0,,2.251833897,0.082017145,0.36661674,0.253043018,-0.025750412,0.08521436,0.201758656,0.619548324,-0.862717961,-0.002962382,0.082017145,0.200747607,-0.12947464,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,2.252094198,0.075180684,0.396551093,0.174979512,-0.057171132,-0.053836669,0.280967575,0.386186694,-0.867176635,-0.004476978,0.075180684,0.07492434,-0.214484268,3549102
THUNDER BANK,38201,1,FAILURE,-1.01769017,-1.960446434,-0.769300974,0.382904107,1.037140395,1.982138878,-1.572567814,-0.182974509,-0.88432141,0.024547456,-1.960446434,-0.787503049,-0.305474418,1.175460299,1.644236672,-0.722746445,0.85960907,-0.836244824,1.300333284,-3.681971547,-1.025686757,0.550234536,-0.660235653,0.491260185,0.981410118,2.101306495,-1.504894169,-0.182974509,-0.717377954,-0.004325596,0.550234536,-0.980593819,-0.356502274,43258
EUROBANK,2737377,1,FAILURE,2.132596665,-0.886633017,-0.931866768,2.948601167,-0.027287455,0.09727591,-4.009003714,-0.182974509,0.10201538,0.012311308,-0.886633017,-1.537537331,-0.967646717,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,2.150888258,-0.655723742,-0.962247375,4.305988078,0.084551214,0.165465452,-3.957421421,-0.182974509,0.390795968,0.019793527,-0.655723742,-1.721331528,0.090180072,2899809
"HOME SAVINGS AND LOAN COMPANY OF YOUNGSTOWN, OHIO, THE",2033894,0,,1.913540107,0.317434779,-0.37311049,1.966620263,1.126463479,0.984690413,0.226193078,-0.182974509,-0.439764834,-0.000639347,0.317434779,-0.584290205,-0.470179267,-0.585791248,-0.51016622,-0.52182378,-0.125831691,-0.896454604,0.894063511,0.41736579,1.917533585,0.013708826,-0.369337594,1.628529247,0.917578902,0.668678651,0.176527405,-0.182974509,-0.264607129,-0.003231527,0.013708826,-0.429785018,-0.150793982,2751545
EQUITY BANK,437377,0,,0.780152029,0.133462198,-0.775319757,-0.342596877,-0.337361735,-0.181496423,0.781709779,-0.182974509,0.055400332,-0.002498966,0.133462198,0.372745303,0.637886573,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,0.796557361,0.140336495,-0.687998758,-0.478375142,-0.327824942,-0.159740731,0.810465013,-0.182974509,-0.03801214,-0.002370312,0.140336495,0.548380642,0.058656757,3287798
HORIZON BANK,1467551,1,FAILURE,1.672869642,-2.835342043,-0.854848742,3.241081922,1.975191527,1.269646028,-1.642191013,-0.182974509,-1.104659865,0.071720556,-2.835342043,-1.379061802,-0.255649452,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.617136021,-5.235191502,-1.347096424,2.915794541,1.160153465,2.267416386,-1.342861232,-0.182974509,-1.090004517,0.068049067,-5.235191502,-1.59756243,-1.209492199,1471821
BARNES BANKING COMPANY,888552,1,FAILURE,1.302851335,-9.27932243,-1.009614124,7.580498776,2.811866345,7.828530697,-0.862991154,-0.182974509,-0.651628899,0.188848906,-9.27932243,-0.608972156,-1.386517734,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,1.289850087,-0.247686573,-0.976464849,7.216344398,3.794266517,6.170419936,-0.932917141,-0.182974509,-0.664637606,0.00944471,-0.247686573,-1.440228564,-0.443359347,970775
PUTNAM STATE BANK,183477,1,FAILURE,0.139528952,-0.097619632,-1.267375618,3.459785403,8.838794249,1.747222094,-0.61843697,-0.182974509,-0.394288538,-0.004325596,-0.097619632,-0.163255738,0.092037678,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.114611158,-1.311684743,-1.288193026,3.683224715,8.160084796,1.17533234,-0.648317656,-0.182974509,-0.489885578,-0.004325596,-1.311684743,-0.125732278,-0.652562121,200019
HIGHLAND COMMUNITY BANK,63886,1,FAILURE,-0.638467503,-0.34760373,-1.625628788,2.318674715,0.060347574,2.362161309,0.311558485,-0.182974509,1.123258618,0.009950618,-0.34760373,-0.430498724,-0.884320182,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,-0.670082774,-0.657725908,-1.620857795,3.912053041,0.050640542,2.748684175,0.49460057,-0.182974509,1.259955484,-0.004325596,-0.657725908,-0.629741926,-0.771633156,126431
TRI COUNTIES BANK,2169282,0,,1.961064055,-0.100819721,-0.029632318,0.654539408,-0.21567817,0.569393834,0.19814009,-0.182974509,-0.409990217,0.007213558,-0.100819721,0.468407169,0.216449721,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,1.960746815,-0.152597478,-0.030178184,1.022662127,-0.136407823,0.664761486,0.262580979,-0.182974509,-0.289565391,0.008638172,-0.152597478,0.393512458,-0.224366311,4219008
"AMEGY BANK, NATIONAL ASSOCIATION",12314714,0,,3.24156256,0.041685196,1.136561247,-0.45813538,-0.321576552,-0.439553832,-1.698920822,-0.182974509,-1.277192383,-0.00122828,0.041685196,-0.320537556,-0.035407722,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,3.243913597,0.271627367,1.26886419,-0.43013263,-0.320425818,-0.215838228,-1.398524661,-0.182974509,-1.314812904,0.005550106,0.271627367,-0.115220099,-0.17877531,13888144
CITIZENS BANK OF NORTHERN CALIFORNIA,356827,1,FAILURE,0.630049183,-0.204919631,-0.994384184,2.917443898,1.372372783,2.569454987,0.129973925,-0.182974509,-0.771325865,-0.001170547,-0.204919631,0.260316763,0.886609523,0.341183251,1.149291449,0.214892659,-0.454311945,-0.836244824,0.216947223,0.673574374,0.563576633,-1.853822775,-1.091011142,3.08259818,2.549914617,2.866752543,0.470305202,-0.182974509,-0.903483123,0.033571913,-1.853822775,0.790931731,-1.409108587,387923
WARREN BANK,604387,1,FAILURE,1.018655911,-4.390313208,-1.022445387,6.263500119,1.417292785,2.055985295,-1.102982735,-0.182974509,-0.614605212,0.064868919,-4.390313208,-1.800775689,-0.713442921,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.993366567,-5.547643254,-1.540047196,5.967893409,3.338629666,1.696332867,-0.728883557,-0.182974509,-0.624849515,0.098510777,-5.547643254,-1.980999175,-0.659139413,638691
"FIRST HERITAGE BANK, NATIONAL ASSOCIATION",232274,1,FAILURE,0.313439427,0.246463041,-0.44834273,-0.82866449,-0.374868225,-0.92769211,-2.029251647,-0.182974509,-1.542892367,-0.003650372,0.246463041,-0.141535805,-0.934792558,-1.698160646,0.042047507,0.214892659,0.531128816,1.632356139,-0.460169064,0.929782957,-0.071976622,0.439571738,0.659302461,0.055623045,-0.374868225,-0.337030176,0.502626856,-0.182974509,1.217016157,-0.00085869,0.439571738,2.821382876,-8.880520675,245452
