Financial Institution Name,total_assets,defaulter,Failure_Assistance ,log_TA,NI_to_TA,Equity_to_TA,NPL_to_TL,REO_to_TA,ALLL_to_TL,core_deposits_to_TA,brokered_deposits_to_TA,liquid_assets_to_TA,loss_provision_to_TL,ROA,NIM,assets_growth,term_spread,stock_mkt_growth,real_gdp_growth,unemployment_rate_change,treasury_yield_3m,bbb_spread,bbb_spread_change,log_TA_plus_1Q,NI_to_TA_plus_1Q,Equity_to_TA_plus_1Q,NPL_to_TL_plus_1Q,REO_to_TA_plus_1Q,ALLL_to_TL_plus_1Q,core_deposits_to_TA_plus_1Q,brokered_deposits_to_TA_plus_1Q,liquid_assets_to_TA_plus_1Q,loss_provision_to_TL_plus_1Q,ROA_plus_1Q,NIM_plus_1Q,assets_growth_plus_1Q,max_total_assets
GEORGIA TRUST BANK,130706,1,FAILURE,-0.110567267,-0.484079763,-1.502198307,6.426799561,5.219042448,1.025072957,0.216785829,1.176474705,-0.126332173,-0.004325596,-0.484079763,-1.518861492,-0.484888705,0.155788351,-2.083478376,-1.057617554,-0.454311945,-0.956664383,0.487793739,1.698408708,-0.159690322,-0.520202088,-1.51150487,6.37532952,5.190533758,1.072522051,0.260401343,1.120289967,-0.200810664,-0.003255356,-0.520202088,-1.319221888,-1.088051892,162670
"TATTNALL BANK, THE",67082,1,FAILURE,-0.60246875,-2.161418781,-1.134922521,1.976525939,3.604146813,1.348623623,0.115736741,-0.182974509,-0.440933127,0.031747886,-2.161418781,-0.517582351,-1.035444664,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,-0.648590744,-0.872137169,-1.156832394,1.048497223,6.602470948,1.542779842,0.257648583,-0.182974509,-0.439776464,0.001559084,-0.872137169,-1.040630956,-1.033278775,74900
SANDERSON STATE BANK,44280,1,FAILURE,-0.908790618,-0.629967477,0.010528015,0.379731139,3.857297193,-0.960533356,-3.577659619,-0.182974509,-1.342362325,-0.002125078,-0.629967477,-0.221514433,2.278650145,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,-0.829356384,-0.53980506,-0.273674187,-0.268902788,3.267258258,-0.85674438,-3.670763038,-0.182974509,-1.513008808,0.001040281,-0.53980506,-0.482906347,1.069532633,49316
WACCAMAW BANK,582177,1,FAILURE,0.991045824,-0.742630897,-1.160280987,3.493622685,1.604742695,1.794218794,-1.052043476,3.414035366,-0.336128983,0.01115347,-0.742630897,-1.026997948,-0.312196611,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.995584358,-3.152963655,-1.482217939,3.03620429,2.042574308,1.977925108,-1.079277582,2.348555795,-0.077943233,0.052768063,-3.152963655,-1.083188028,-0.141521937,586480
FIRST COMMUNITY BANK,2849160,1,FAILURE,2.162112203,-1.569050606,-1.199517099,4.107519488,1.331967002,3.778307166,-1.306658378,-0.182974509,0.016485078,0.026311643,-1.569050606,-0.907527507,0.262160528,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,2.101473062,-3.124206894,-1.419986406,3.935913023,1.418140211,3.867279666,-1.077317101,-0.182974509,-0.024609671,0.049825258,-3.124206894,-0.664966354,-1.30031597,3546608
BRANCH BANKING AND TRUST COMPANY OF SOUTH CAROLINA,6001560,0,,2.71150523,0.01439366,-0.436756719,-0.199654113,-0.252051949,0.225415207,-0.07471236,-0.182974509,-0.462892318,0.002740813,0.01439366,-0.285348109,0.139893648,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,2.758365141,0.174533621,-0.493952688,-0.242463285,-0.266424593,-0.032853419,-0.403466944,-0.182974509,-1.054557694,-0.001944496,0.174533621,-0.386673645,0.557887315,7548541
WF NATIONAL BANK SOUTH CENTRAL,30108000,0,,3.900835552,0.043573342,-1.003842218,-0.299184087,-0.371789952,-0.834360482,-3.514479203,-0.182974509,-1.972952883,0.002270438,0.043573342,-0.438704674,1.483775174,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,3.839629415,0.348836924,-0.899765305,-0.156748228,-0.371523561,-0.537893722,-2.710919013,-0.182974509,-1.973317592,0.007376023,0.348836924,0.573860462,-1.310852695,43962000
"WASHINGTON TRUST COMPANY, OF WESTERLY, THE",2905666,0,,2.176594451,0.104415193,-0.175375107,-0.425309311,-0.268206238,-0.107527578,-1.281240743,-0.182974509,-0.541972169,-0.002668957,0.104415193,-0.642580632,-0.215502353,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,2.172342563,0.087461576,-0.135015977,-0.411570083,-0.315133469,-0.100543862,-1.183084712,2.949437123,-0.609374857,-0.002687776,0.087461576,-0.624997878,-0.291896585,3770559
"NATIONAL BANK OF SOUTH CAROLINA, THE",4766383,0,,2.541574518,-2.427127532,-0.424917041,1.345682079,0.049666846,1.256737763,-1.729303226,-0.182974509,-1.065773075,0.065736198,-2.427127532,-0.620010485,-0.723237536,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,2.532571204,-4.060989628,-0.519437264,1.403932959,0.211326149,1.347609773,-1.586229061,-0.182974509,-0.902648773,0.064762194,-4.060989628,-0.724231537,-0.373926927,5008847
FIRST LOWNDES BANK,158222,1,FAILURE,0.030320562,-0.029905224,-0.710429993,2.344965173,-0.090772981,0.850209944,-0.373967755,-0.182974509,-0.565210908,-0.009979779,-0.029905224,-0.918427084,-0.093895298,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.021920706,-0.303243051,-0.703065212,1.501125271,-0.086333551,1.063329307,-0.481621617,-0.182974509,-0.58861212,0.004184108,-0.303243051,-0.737617092,-0.36347929,170523
"BANK OF AMERICA, NATIONAL ASSOCIATION",1606232000,1,,6.833547841,0.219338008,0.221892456,0.115698932,-0.332458236,-0.072133041,0.284807168,0.493832536,-0.001995314,-0.002443915,0.219338008,-0.706346197,-0.167987097,0.433880701,0.067939803,0.348841103,-0.454311945,-0.776035045,-0.460169064,0.161157207,6.838213269,0.141714927,0.222030202,0.04033998,-0.347690593,-0.102226375,0.338314379,0.517258297,0.04330306,-0.002469904,0.141714927,-0.96802542,-0.1393643,1639305000
UNITEDTRUST BANK,3028979,0,,2.207244861,0.11081677,-0.201259435,-0.462953724,-0.327655534,-0.295557758,0.022266244,-0.182974509,-0.198838495,-0.002453977,0.11081677,-0.166698574,0.016512227,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,2.235671954,-0.120779919,-0.301379637,-0.476424352,-0.331796136,-0.298400859,-0.022470199,-0.182974509,-0.215596029,-0.002448894,-0.120779919,-0.253056562,0.258191413,3148020
LAKE CITY BANK,2247541,0,,1.98719947,0.06528172,-0.571050178,-0.307528153,-0.318910337,-0.35737619,-1.230952096,-0.182974509,-0.65320285,-0.000325887,0.06528172,-0.636020314,0.028935658,0.155788351,-0.317435305,-0.253926893,0.85960907,0.00669209,0.894063511,0.41736579,1.989114795,0.093021647,-0.552697707,-0.414289729,-0.338715389,-0.372365562,-1.338372022,-0.182974509,-0.764262367,0.000461734,0.093021647,-0.367614029,-0.186208759,3756070
"REPUBLIC FEDERAL BANK, N.A.",482627,1,FAILURE,0.852752442,-5.626363583,-1.617858395,2.905962468,1.841392865,0.778853177,-1.558537599,-0.182974509,-0.917136661,0.018482564,-5.626363583,0.125988302,-1.549670658,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.837135773,-3.883290001,-2.2885978,4.987896845,1.849009307,1.133118043,-1.371139009,-0.182974509,-0.941583145,0.022719612,-3.883290001,-0.487075695,-0.488985657,713163
SECURITY EXCHANGE BANK,172408,1,FAILURE,0.093641023,-1.748298063,-1.490851803,2.923550272,23.22481068,1.137934196,-1.34749213,0.434621475,-0.500171386,0.005160379,-1.748298063,-1.344566529,-0.379503937,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,0.042656548,-0.228001999,-1.390497669,4.942177743,25.54260408,1.093165974,-1.096765775,-0.182974509,-0.688380929,-0.004325596,-0.228001999,-1.038178684,-1.12213733,199845
MCINTOSH STATE BANK,378866,1,FAILURE,0.674245377,-0.700664336,-1.466932812,5.500446532,6.324961749,2.287302223,-0.19075471,-0.182974509,-0.433778532,0.00293379,-0.700664336,-1.314662036,-0.707833553,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.612746037,-0.964692424,-1.495422904,6.169007786,6.618884763,1.860766881,-0.059010201,-0.182974509,-0.573640493,0.002091942,-0.964692424,-1.124017775,-1.316304572,469125
"UNITED AMERICAS BANK, NATIONAL ASSOCIATION",261120,1,FAILURE,0.399766485,-3.668974924,-1.007606403,3.335256199,4.112576333,1.334744178,-1.750984308,-0.182974509,-1.092015769,0.078316269,-3.668974924,-1.372801058,0.181595872,1.08276285,-1.520346271,1.01858332,-0.782792199,-0.896454604,-0.053899292,0.41736579,0.405048475,-0.471011676,-0.855766032,5.810422109,4.934067123,1.378908455,-1.763427839,-0.182974509,-1.066667466,-0.002158212,-0.471011676,-1.553832851,-0.128885926,262997
CHAMPION BANK,208862,1,FAILURE,0.235090344,-3.932172945,-0.837882841,5.497618869,4.365174283,1.599229865,0.050329807,-0.182974509,-1.088502605,0.056331393,-3.932172945,-1.461410475,-1.332495519,1.08276285,1.685831282,-1.928282436,3.158970846,-0.836244824,3.331682147,-3.16955438,0.218212212,-1.766566048,-0.849531506,7.150271309,4.030432147,2.379285489,-0.011445011,-0.182974509,-0.892460118,0.009520664,-1.766566048,-1.59019495,-0.511049935,247987
BB&T BANKCARD CORPORATION,75787,0,,-0.512492328,1.211660052,2.090888101,-0.208704524,-0.374868225,1.741648389,-5.070256404,-0.182974509,-1.859955958,0.013452957,1.211660052,3.756501102,-4.37196816,1.268157749,-1.707008993,-0.119978449,0.202648562,0.06690187,0.216947223,0.161157207,-0.46505807,1.201364845,2.027316521,-0.214709007,-0.374868225,1.742114676,-5.074499934,-0.182974509,-1.872135308,0.01553883,1.201364845,3.625136896,0.567105718,2746868
"ONEWEST BANK, NATIONAL ASSOCIATION",22511337,0,,3.686407282,-0.162123442,0.201228568,1.620120143,0.126693313,-0.719046682,-1.690591672,-0.182974509,-0.419837339,-0.002741197,-0.162123442,-0.235829415,0.181717242,0.341183251,0.42420515,1.487402872,-1.76823296,-0.956664383,-0.595592322,-0.35125996,3.667972395,0.002040589,0.286131859,1.372851315,0.216436392,-0.735535545,-1.669291199,-0.182974509,-0.494838962,-0.001510895,0.002040589,-0.119370446,-0.538331247,43804359
"CAPITAL ONE, NATIONAL ASSOCIATION",126901280,0,,4.961737655,-0.142048191,1.352010556,0.793655178,-0.151702908,0.756258844,-0.227689013,-0.182974509,-0.389383637,0.005075058,-0.142048191,0.362920954,-0.060226432,0.89736795,-0.132754951,0.348841103,0.202648562,-0.956664383,-0.324745807,-0.095051377,4.972367386,0.110894169,1.344758755,0.76712611,-0.197781583,0.626537195,-0.097776108,0.759771691,-0.240353278,-0.000430995,0.110894169,0.403589415,-0.038368383,273231606
"PROVIDENT BANK, THE",17521326,0,,3.501603348,-0.072032623,-0.957242146,0.219440545,-0.297841195,0.372222689,-2.254196802,-0.182974509,-0.361920969,-0.000118107,-0.072032623,-1.397141059,0.113699064,0.433880701,1.674053308,0.951609098,0.531128816,-0.354566587,-0.189322549,-0.863677128,3.511800041,0.010809697,-0.968601158,0.203389602,-0.281745574,0.397112161,-2.333458928,-0.182974509,-0.217099445,-0.000450024,0.010809697,-1.393254343,-0.045673733,17951845
"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",3298837,0,,2.270181652,0.162199583,-0.371455763,-0.358736484,-0.306457026,-0.332346877,0.794722636,-0.182974509,-1.101761436,-0.002130618,0.162199583,0.092945608,0.017588306,-1.698160646,0.042047507,0.214892659,0.531128816,1.632356139,-0.460169064,0.929782957,2.279001281,0.268794937,-0.385748095,-0.385314275,-0.320817671,-0.332323682,0.870415676,-0.182974509,-1.023735574,-0.002827207,0.268794937,0.0220727,-0.068933287,8128215
FIRST STATE BANK,120892,1,FAILURE,-0.168127021,-1.822635523,-0.510666922,1.985946775,0.067483113,0.123966225,-0.553758339,-0.182974509,-1.329461301,0.035038024,-1.822635523,0.289495051,0.266804283,0.248485801,-1.207667738,-2.86592154,2.173530085,-0.053517689,1.435756541,1.185991541,-0.165964683,-3.465330731,-0.66747805,3.957300171,0.456794025,1.22174621,-0.935777556,-0.182974509,-1.192454979,0.050497317,-3.465330731,-0.755992933,-0.181994065,121247
